codeIataAirport,airportName,codeIataCity,latitudeAirport,longitudeAirport,timezone,airportCity
HPT,Municipal,HPT,42.75,-93.2,America/Chicago,Hampton
HPV,Princeville,LIH,22.2125,-159.44667,Pacific/Honolulu,Lihue
LIH,Lihue,LIH,21.978205,-159.34944,Pacific/Honolulu,Lihue
HPY,Baytown Airport,HPY,29.733334,-94.96667,America/Chicago,Baytown
HQM,Bowerman,HQM,46.97111,-123.935555,America/Los_Angeles,Hoquiam
HRL,Valley International,HRL,26.223482,-97.662254,America/Chicago,Harlingen
HRO,Boone County,HRO,36.261665,-93.155556,America/Chicago,Harrison
HSB,Raleigh,HSB,37.733334,-88.53333,America/Chicago,Harrisburg
HSI,Hastings,HSI,40.605556,-98.42694,America/Chicago,Hastings
HSL,Huslia,HSL,65.7025,-156.375,America/Anchorage,Huslia
HSP,Ingalls Field,HSP,37.950558,-79.833885,America/New_York,Hot Springs
HST,AFB,HST,25.483334,-80.48333,America/New_York,Homestead
HSV,Huntsville International - Carl T. Jones Field,HSV,34.64857,-86.77484,America/Chicago,Huntsville
HUA,Redstone AAF,HSV,34.733334,-86.583336,America/Chicago,Huntsville
HTH,Hawthorne,HTH,38.533333,-118.63333,America/Los_Angeles,Hawthorne
HTL,Roscommon County,HTL,44.448055,-84.71111,America/Detroit,Houghton
HTO,East Hampton,HTO,40.959442,-72.25166,America/New_York,East Hampton
HTS,Tri-state/Milton,HTS,38.366943,-82.556114,America/New_York,Huntington
HTV,Huntsville,HTV,30.716667,-95.55,America/Chicago,Huntsville
HTW,Lawrence County Airpark,HTW,36.833332,-76.28333,America/New_York,Huntington
HUD,Humboldt,HUD,42.733334,-94.21667,America/Chicago,Humboldt
HUF,Hulman Field,HUF,39.454445,-87.3075,America/Indiana/Indianapolis,Terre Haute
HUJ,Hugo,HUJ,34.016666,-95.51667,America/Chicago,Hugo
HUL,International,HUL,46.13333,-67.8,America/New_York,Houlton
HUM,Terrebonne,HUM,29.566944,-90.660835,America/Chicago,Houma
HUS,Municipal,HUS,66.04056,-154.26334,America/Anchorage,Hughes
HUT,Hutchinson,HUT,38.068054,-97.861115,America/Chicago,Hutchinson
HVE,Intermediate,HVE,38.36667,-110.71667,America/Denver,Hanksville
HVN,New Haven,HVN,41.265278,-72.888336,America/New_York,New Haven
ZVE,New Haven Railway,HVN,41.3081527,-72.9281577,America/New_York,New Haven
HVR,City County,HVR,48.544445,-109.76111,America/Denver,Havre
HVS,Municipal,HVS,34.38333,-80.066666,America/New_York,Hartsville
HWD,Air Terminal,HWD,37.666668,-122.083336,America/Los_Angeles,Hayward
HWI,SPB,HWI,58.11778,-134.75417,America/Juneau,Hawk Inlet
HWO,North Perry,HWO,26,-80.15,America/New_York,Hollywood
HYA,Barnstable,HYA,41.665833,-70.280556,America/New_York,Hyannis
HYG,SPB,HYG,55.20667,-132.82666,America/Sitka,Hydaburg
HYL,SPB,HYL,55.48263,-132.65062,America/Sitka,Hollis
HYR,Municipal,HYR,46.024445,-91.44444,America/Chicago,Hayward
HYS,Municipal,HYS,38.84611,-99.27417,America/Chicago,Hays
HZL,Hazleton,HZL,40.98639,-75.99111,America/New_York,Hazleton
IAG,International,IAG,43.1,-78.95,America/New_York,Niagara Falls
IAN,Bob Barker Memorial,IAN,66.975555,-160.43056,America/Anchorage,Kiana
ICL,Municipal,ICL,40.733334,-95.03333,America/Chicago,Clarinda
ICS,Cascade,ICS,44.49378,-116.01624,America/Boise,Cascade
ICY,Icy Bay,ICY,60,-141.25,America/Anchorage,Icy Bay
IDA,Fanning Field,IDA,43.514854,-112.06751,America/Boise,Idaho Falls
IDG,Municipal,IDG,42.35,-95.46667,America/Chicago,Ida Grove
IDH,Idaho County,IDH,45.94256,-116.12342,America/Los_Angeles,Grangeville
IDI,ndiana County Airport (Jimmy Stewart Field),IDI,40.61667,-79.15,America/New_York,Indiana
IDP,Independence,IDP,37.233334,-95.7,America/Chicago,Independence
IFA,Iowa Falls,IFA,42.516666,-93.26667,America/Chicago,Iowa Falls
IFP,Laughlin Bullhead International,IFP,35.165634,-114.55695,America/Phoenix,Bullhead City
IGG,Igiugig,IGG,59.316666,-155.9,America/Anchorage,Igiugig
IGM,Kingman,IGM,35.256668,-113.94,America/Phoenix,Kingman
IJX,Municipal,IJX,39.774166,-90.23722,America/Chicago,Jacksonville
IKB,Wilkes County,IKB,36.15,-81.15,America/New_York,Wilkesboro
IKK,Greater Kankakee,IKK,41.38333,-88.25,America/Chicago,Kankakee
IKO,Nikolski AFS,IKO,52.941666,-168.85,America/Anchorage,Nikolski
ILG,Greater Wilmington,ILG,39.678333,-75.6075,America/New_York,Wilmington
ZWI,Wilmington Railway,ILG,50.730556,12.544444,America/New_York,Wilmington
ILI,Iliamna,ILI,59.752777,-154.90834,America/Anchorage,Iliamna
ILL,Willmar,ILL,45.115276,-95.08528,America/Chicago,Willmar
ILM,Wilmington International,ILM,34.26705,-77.91063,America/New_York,Wilmington
ILN,Clinton Field,ILN,39.493057,-83.74083,America/New_York,Wilmington
IML,Imperial,IML,40.516666,-101.65,America/Denver,Imperial
IMM,Immokalee,IMM,26.416668,-81.416664,America/New_York,Immokalee
IMT,Ford,IMT,45.815556,-88.11417,America/Menominee,Iron Mountain
IND,Indianapolis International,IND,39.714516,-86.29805,America/Indiana/Indianapolis,Indianapolis
INK,Wink,INK,31.75,-103.15,America/Chicago,Wink
INL,Falls International,INL,48.563057,-93.40417,America/Chicago,International Falls
INS,Af Aux,INS,36.583332,-115.666664,America/Los_Angeles,Indian Springs
INT,Smith-Reynolds,INT,36.135277,-80.225555,America/New_York,Winston Salem
INW,Winslow-Lindbergh,INW,35.024166,-110.725,America/Phoenix,Winslow
IOW,Iowa City,IOW,41.666668,-91.53333,America/Chicago,Iowa City
IPL,Imperial County,IPL,32.837223,-115.57472,America/Los_Angeles,Imperial
NJK,El Centro NAF,IPL,32.837223,-115.57472,America/Los_Angeles,Imperial
IPT,Lycoming County,IPT,41.24222,-76.920555,America/New_York,Williamsport
IRB,Municipal,IRB,30.7,-101.933334,America/Chicago,Iraan
IRC,Circle City,IRC,65.82917,-144.06389,America/Anchorage,Circle
IRK,Municipal,IRK,40.0925,-92.54389,America/Chicago,Kirksville
IRS,Kirsch Municipal,IRS,41.816666,-85.43528,America/Detroit,Sturgis
ISL,Isabel Pass,ISL,63.5,-145.03334,America/Anchorage,Isabel Pass
ISM,Kissimmee Gateway,ISM,28.45,-81.333336,America/New_York,Kissimmee
ISN,Sloulin Field International,ISN,48.17611,-103.63611,America/Chicago,Williston
ISO,Stallings Field,ISO,35.326668,-77.61667,America/New_York,Kinston
ISP,Long Island Mac Arthur,ISP,40.789314,-73.09755,America/New_York,Islip
ISQ,Schoolcraft County,ISQ,45.95,-86.25,America/Detroit,Manistique
ISS,Wiscasset,ISS,44,-69.666664,America/New_York,Wiscasset
ISW,Alexander Field,ISW,44.36028,-89.83889,America/Chicago,Wisconsin Rapids
ITH,Tompkins County,ITH,42.49034,-76.46359,America/New_York,Ithaca
ITO,Hilo International,ITO,19.714565,-155.03963,Pacific/Honolulu,Hilo
IWD,Gogebic County,IWD,46.525555,-90.13167,America/Menominee,Ironwood
IYK,Kern County,IYK,35.656666,-117.82917,America/Los_Angeles,Inyokern
JAC,Jackson Hole,JAC,43.602806,-110.73613,America/Denver,Jackson
JAS,County,JAS,30.933332,-94.01667,America/Chicago,Jasper
JBR,Jonesboro,JBR,35.83,-90.64833,America/Chicago,Jonesboro
JBS,Hacienda Bus.Park Heliport,JBS,37.699722,-121.9,America/Los_Angeles,Pleasanton
JCE,Convention Center Heliport,OAK,37.816666,-122.26667,America/Los_Angeles,Oakland
OAK,Metropolitan Oak International,OAK,37.71188,-122.21201,America/Los_Angeles,Oakland
JCI,New Century Aircenter Airport,MKC,38.833332,-94.9,America/Chicago,Kansas City
MCI,Kansas City International Airport,MKC,39.293808,-94.719925,America/Chicago,Kansas City
MKC,Downtown,MKC,39.12417,-94.59194,America/Chicago,Kansas City
OJC,Johnson Executive,MKC,38.85,-94.73333,America/Chicago,Kansas City
JCT,Kimble County,JCT,30.483334,-99.76667,America/Chicago,Junction
JCY,Johnson,JCY,30.283333,-98.416664,America/Chicago,Johnson
JDA,John Day,JDA,44.416668,-118.95,America/Los_Angeles,John Day
JDM,Miami Downtown Heliport,MIA,25.75,-80.25,America/New_York,Miami
MIA,Miami International Airport,MIA,25.796,-80.27824,America/New_York,Miami
MPB,Miami Sea Plane Base,MIA,25.75,-80.166664,America/New_York,Miami
OPF,Opa Locka,MIA,25.9,-80.28333,America/New_York,Miami
TMB,Tamiami,MIA,25.65,-80.433334,America/New_York,Miami
TNT,Dade Collier,MIA,25.783333,-80.183334,America/New_York,Miami
JDN,Jordan,JDN,47.316666,-106.88333,America/Denver,Jordan
JDY,Heliport,JDY,33.933334,-118.11667,America/Los_Angeles,Downey
JEF,Memorial,JEF,38.59222,-92.15639,America/Chicago,Jefferson City
JEM,Heliport,JEM,37.833332,-122.3,America/Los_Angeles,Emeryville
JFN,Ashtabula,JFN,41.733334,-80.76667,America/New_York,Jefferson
JGX,Heliport,JGX,34.166668,-118.28333,America/Los_Angeles,Glendale
JHC,Island Heliport,JHC,40.783333,-74.1,America/New_York,Garden City
JHM,Kapalua West Maui,JHM,20.962194,-156.67569,Pacific/Honolulu,Lahaina
JHW,Jamestown,JHW,42.150555,-79.25806,America/New_York,Jamestown
JHY,Hyatt Regency Heliport,JHY,42.36667,-71.102776,America/New_York,Cambridge
JIO,International Heliport,ONT,34.066666,-117.65,America/Los_Angeles,Ontario
ONT,Ontario International,ONT,34.06068,-117.59765,America/Los_Angeles,Ontario
JKV,Cherokee County,JKV,31.966667,-95.333336,America/Chicago,Jacksonville
JLA,Quartz Creek,JLA,60.483334,-149.85,America/Anchorage,Cooper Lodge
JLB,Heliport,LGB,33.8175,-118.15111,America/Los_Angeles,Long Beach
LGB,Long Beach Municipal,LGB,33.818195,-118.14449,America/Los_Angeles,Long Beach
JLH,US Army Heliport,JLH,42.083332,-87.98333,America/Chicago,Arlington Heights
JLN,Joplin Regional,JLN,37.149723,-94.49778,America/Chicago,Joplin
JMC,Marin County,JMC,37.878613,-122.50972,America/Los_Angeles,Sausalito
JMH,Marriott Heliport,JMH,42.033333,-88.083336,America/Chicago,Schaumburg
JMN,Municipal Heliport,MKT,44.166668,-94.01667,America/Chicago,Mankato
MKT,Municipal,MKT,44.22361,-93.918335,America/Chicago,Mankato
JMS,Jamestown,JMS,46.93,-98.67833,America/Chicago,Jamestown
JNP,Heliport,JNP,33.61667,-117.933334,America/Los_Angeles,Newport Beach
JNU,Boundary Bay,JNU,58.35932,-134.58339,America/Juneau,Juneau
JOR,The City Heliport,JOR,33.783333,-117.85,America/Los_Angeles,Orange
JOT,Municipal,JOT,41.533333,-88.083336,America/Chicago,Joliet
JPD,Heliport,JPD,34.15,-118.15,America/Los_Angeles,Pasadena
JRC,Municipalcipal Heliport,RST,44.016666,-92.46667,America/Chicago,Rochester
RST,International,RST,43.910793,-92.48977,America/Chicago,Rochester
JRD,Heliport,RAL,33.983334,-117.36667,America/Los_Angeles,Riverside
RAL,Riverside Municipalcipal,RAL,33.951668,-117.44222,America/Los_Angeles,Riverside
RIR,Riverside Fla-Bob,RAL,33.983334,-117.36667,America/Los_Angeles,Riverside
RIV,March ARB,RAL,33.983334,-117.36667,America/Los_Angeles,Riverside
JRF,Kalaeloa,JRF,,,Pacific/Honolulu,Kapolei
JSD,Sikorsky Heliport,JSD,41.2,-73.13333,America/New_York,Stratford
JSG,San Rafael Heliport,SRF,37.966667,-122.53333,America/Los_Angeles,San Rafael
JSK,Municipalcipal Heliport,STC,45.55,-94.166664,America/Chicago,Saint Cloud
STC,Saint Cloud Regional,STC,45.55,-94.166664,America/Chicago,Saint Cloud
JST,Cambria County,JST,40.316666,-78.83444,America/New_York,Johnstown
JTO,Heliport,JTO,34.166668,-118.833336,America/Los_Angeles,Thousand Oaks
JVI,Central Jersey Regional Airport,JVI,42.783333,-104.61667,America/New_York,Manville
JVL,Rock County,JVL,42.683334,-89.01667,America/Chicago,Janesville
JXN,Reynolds Municipal,JXN,42.25889,-84.46139,America/Detroit,Jackson
KAE,SPB,KAE,56.966667,-133.95,America/Sitka,Kake
KAL,Kaltag,KAL,64.321945,-158.73611,America/Anchorage,Kaltag
KBC,Birch Creek,KBC,66.26667,-145.8,America/Anchorage,Birch Creek
KBE,Hot Springs SPB,KBE,55.929443,-131.57,America/Sitka,Bell Island
KBK,Klag Bay,KBK,57.666668,-136.16667,America/Sitka,Klag Bay
KBW,Chignik Bay,KCL,56.283333,-158.38333,America/Anchorage,Chignik
KCG,Fisheries,KCL,56.310833,-158.37361,America/Anchorage,Chignik
KCL,Lagoon,KCL,56.308334,-158.53194,America/Anchorage,Chignik
KCQ,Chignik,KCL,56.261112,-158.77777,America/Anchorage,Chignik
KCC,Coffman Cove SPB,KCC,55.983334,-132.83333,America/Sitka,Coffman Cove
KCN,SPB,KCN,53.4,-167.55,America/Nome,Chernofski
KCR,Colorado Creek,KCR,63.57,-155.99,America/Anchorage,Colorado Creek
KEB,Nanwalek,KEB,59.35278,-151.92223,America/Anchorage,Nanwalek
KEH,Kenmore Air Harbor,KEH,47.755,-122.25806,America/Los_Angeles,Kenmore Air Harbor
KEK,Ekwok,KEK,59.355278,-157.4775,America/Anchorage,Ekwok
KEU,Kelly Bar,KEU,67.916664,-162.28334,America/Nome,Kelly Bar
KFP,False Pass,KFP,54.849167,-163.40916,America/Nome,False Pass
KGK,New Koliganek,KGK,59.8,-157.23334,America/Anchorage,New Koliganek
KGX,Grayling,KGX,62.89528,-160.0625,America/Anchorage,Grayling
KGZ,Glacier Creek,KGZ,61.45,-142.38333,America/Anchorage,Glacier Creek
KIB,SPB,KIB,55.893612,-159.5675,America/Anchorage,Ivanof Bay
KIC,Mesa Del Rey,KIC,36.216667,-121.13333,America/Los_Angeles,King City
KIP,Kickapoo,SPS,33.9,-98.5,America/Chicago,Wichita Falls
SPS,Sheppard AFB,SPS,33.988335,-98.49194,America/Chicago,Wichita Falls
KKA,Koyuk,KKA,64.939445,-161.15,America/Anchorage,Koyuk
KKB,SPB,KKB,58.183334,-152.35,America/Anchorage,Kitoi Bay
KKF,Kagvik Creek,KKF,67.6,-163.5,America/Nome,Kagvik Creek
KKH,Kongiganak,KKH,59.966667,-162.75,America/Nome,Kongiganak
KKI,Spb,KKI,60.906944,-161.42223,America/Anchorage,Akiachak
KKK,Kalakaket AFS,KKK,64.425,-156.84111,America/Anchorage,Kalakaket
KKL,Karluk Lake SPB,KKL,57.55,-154.53334,America/Anchorage,Karluk Lake
KKT,Kentland,KKT,40.766666,-87.45,America/Chicago,Kentland
KKU,Ekuk,KKU,58.8125,-158.56056,America/Anchorage,Ekuk
KLG,Municipal,KLG,61.53258,-160.3465,America/Anchorage,Kalskag
KLL,Levelock,KLL,59.11861,-156.86333,America/Anchorage,Levelock
KLN,Larsen SPB,KLN,57.533333,-154,America/Anchorage,Larsen Bay
KLP,Kelp Bay,KLP,57.55,-134.86667,America/Sitka,Kelp Bay
KLS,Longview,KLS,46.15,-122.9,America/Los_Angeles,Kelso
KLW,Klawock,KLW,55.555,-133.1,America/Sitka,Klawock
KMO,Manokotak SPB,KMO,58.984444,-159.03583,America/Anchorage,Manokotak
KMY,Moser Bay,KMY,57.533333,-154.15,America/Anchorage,Moser Bay
KNB,Kanab,KNB,37.05,-112.53333,America/Denver,Kanab
KNK,Kakhonak,KNK,59.433334,-154.85,America/Anchorage,Kakhonak
KNT,Municipal,KNT,36.230556,-90.03472,America/Chicago,Kennett
KNW,New Stuyahok,KNW,59.45222,-157.32973,America/Anchorage,New Stuyahok
KOA,Kona International Airport,KOA,19.736174,-156.04108,Pacific/Honolulu,Kona
KOT,Kotlik,KOT,63.02972,-163.56027,America/Nome,Kotlik
KOY,Olga Bay SPB,KOY,57.162224,-154.2275,America/Anchorage,Olga Bay
KOZ,Ouzinkie SPB,KOZ,57.916668,-152.5,America/Anchorage,Ouzinkie
KPB,Point Baker SPB,KPB,56.333332,-133.58333,America/Anchorage,Point Baker
KPC,Port Clarence,KPC,65.25444,-166.85583,America/Anchorage,Port Clarence
KPD,King Of Prussia,KPD,40.083332,-75.4,America/New_York,King Of Prussia
KPH,Pauloff Harbor SPB,KPH,54.45,-162.68333,America/Anchorage,Pauloff Harbor
KPK,Parks SPB,KPK,57.433613,-153.9,America/Anchorage,Parks
KPN,Kipnuk SPB,KPN,59.933334,-164.05,America/Nome,Kipnuk
KPR,Port Williams SPB,KPR,58.433334,-152.58333,America/Anchorage,Port Williams
KPT,Jackpot,KPT,41.983334,-114.666664,America/Los_Angeles,Jackpot
KPV,Perryville SPB,KPV,55.906666,-159.145,America/Anchorage,Perryville
KPY,Port Bailey SPB,KPY,57.933334,-153.03334,America/Anchorage,Port Bailey
KQA,Akutan,KQA,54.13333,-165.78334,America/Nome,Akutan
KSM,Saint Marys,KSM,62.058666,-163.29489,America/Anchorage,Saint Marys
KSR,Federal No 1,KSR,56.233334,-160.23306,America/Anchorage,Sandy River
KTB,Thorne Bay,KTB,55.68833,-132.535,America/Anchorage,Thorne Bay
KTH,SPB,KTH,59.966667,-158.33333,America/Anchorage,Tikchik
KTN,International,KTN,55.35655,-131.7087,America/Sitka,Ketchikan
WFB,Waterfront SPB,KTN,55.358055,-131.66833,America/Sitka,Ketchikan
KTS,Brevig Mission,KTS,65.329445,-166.47166,America/Anchorage,Teller Mission
KUK,Kasigluk,KUK,60.876087,-162.52124,America/Nome,Kasigluk
KUW,Kugururok River,KUW,67.96667,-161.98334,America/Anchorage,Kugururok River
KVC,King Cove,KVC,55.055,-162.31334,America/Nome,King Cove
KVL,Kivalina,KVL,67.73167,-164.54723,America/Nome,Kivalina
KWF,Waterfall SPB,KWF,55.297222,-133.24167,America/Anchorage,Waterfall
KWK,Kwigillingok,KWK,59.833332,-163.13333,America/Nome,Kwigillingok
KWN,Kwinhagak,KWN,59.761112,-161.83333,America/Anchorage,Quinhagak
KWP,Village SPB,KWP,57.766945,-153.55,America/Anchorage,West Point
KWT,Kwethluk,KWT,60.808887,-161.4375,America/Anchorage,Kwethluk
KXA,Kasaan SPB,KXA,55.537777,-132.39583,America/Sitka,Kasaan
KYK,Karluk,KYK,57.566113,-154.45,America/Anchorage,Karluk
KYO,Topp Of Tampa,TPA,28.216667,-82.36667,America/New_York,Tampa
MCF,Mac Dill AFB,TPA,27.95,-82.45,America/New_York,Tampa
PIE,St. Petersburg-Clearwater International,TPA,27.912004,-82.69511,America/New_York,Tampa
TPA,Tampa International,TPA,27.97987,-82.535416,America/New_York,Tampa
TPF,Peter O'Knight,TPA,27.95,-82.45,America/New_York,Tampa
KYU,Koyukuk,KYU,64.87806,-157.71306,America/Anchorage,Koyukuk
KZB,Zachar Bay SPB,KZB,57.55,-153.75,America/Anchorage,Zachar Bay
KZH,Kizhuyak,KZH,57.583332,-153.15,America/Anchorage,Kizhuyak
LAA,Lamar Field,LAA,38.06861,-102.69028,America/Denver,Lamar
LAF,Purdue University,LAF,40.411945,-86.93361,America/Indiana/Indianapolis,Lafayette
LAL,Municipal,LAL,27.98889,-82.014725,America/New_York,Lakeland
LAM,Los Alamos,LAM,35.88333,-106.316666,America/Denver,Los Alamos
LAN,Capital City,LAN,42.774185,-84.58958,America/Detroit,Lansing
LAR,General Brees Field,LAR,41.31361,-105.67306,America/Denver,Laramie
LAW,Municipal,LAW,34.56972,-98.416115,America/Chicago,Lawton
LBB,Lubbock Preston Smith International,LBB,33.65622,-101.8223,America/Chicago,Lubbock
REE,Reese AFB,LBB,33.583332,-101.85,America/Chicago,Lubbock
LBE,Westmoreland County,LBE,40.27639,-79.40278,America/New_York,Latrobe
LBF,Lee Bird Field,LBF,41.128334,-100.69667,America/Chicago,North Platte
LBL,Municipal,LBL,37.044445,-100.960556,America/Chicago,Liberal
LBT,Lumberton,LBT,34.61404,-79.06011,America/New_York,Lumberton
LCI,Municipal,LCI,43.57139,-71.42111,America/New_York,Laconia
LCQ,Lake City,LCQ,30.320557,-82.66861,America/New_York,Lake City
LDJ,Linden,LDJ,40.61667,-74.25,America/New_York,Linden
LDM,Mason County,LDM,44.075333,-86.479164,America/Detroit,Ludington
LEB,White River,LEB,43.62936,-72.310005,America/New_York,White River
LEE,Leesburg,LEE,28.833332,-81.816666,America/New_York,Leesburg
LEM,Lemmon,LEM,45.940834,-102.15889,America/Denver,Lemmon
LEW,Auburn,LEW,44.1,-70.23333,America/New_York,Lewiston
LEX,Blue Grass,LEX,38.03762,-84.59792,America/New_York,Lexington
LSD,Blue Grass Station Army Heliport,LEX,38.0317136,-84.4951359,America/New_York,Lexington
LFI,Langley AFB,PHF,37.083332,-76.5,America/New_York,Newport News
PHF,Newport News/williamsb,PHF,37.13033,-76.50282,America/New_York,Newport News
ZWB,Williamsburg Railway,PHF,36.9787588,-76.428003,America/New_York,Newport News
ZWW,Newport News Railway,PHF,43.90126,87.47515,America/New_York,Newport News
LFK,Lufkin Angelina County,OCH,31.234167,-94.750275,America/Chicago,Nacogdoches
OCH,A L Mangham Jr. Regional,OCH,31.583332,-94.7,America/Chicago,Nacogdoches
LFN,Franklin,LFN,36.1,-78.3,America/New_York,Louisburg
LFT,Lafayette Regional,LFT,30.20851,-91.99327,America/Chicago,Lafayette
LGC,Calloway,LGC,33.0075,-85.07083,America/New_York,La Grange
LGD,La Grande,LGD,45.289722,-118.005,America/Los_Angeles,La Grande
LGF,Laguna AAF,YUM,32.716667,-114.61667,America/Phoenix,Yuma
YUM,International,YUM,32.668606,-114.599266,America/Phoenix,Yuma
LGU,Cache,LGU,41.7875,-111.855,America/Denver,Logan
LHB,Lost Harbor Sea Port,LHB,54.233334,-165.6,America/Nome,Lost Harbor
LHV,W T Piper Memorial,LHV,41.13333,-77.45,America/New_York,Lock Haven
LIC,Municipal,LIC,39.266666,-103.683334,America/Denver,Limon
LIJ,Long Island,LIJ,54.92917,-132.80833,America/Sitka,Long Island
LIT,Adams Field Airport,LIT,34.727432,-92.221375,America/Chicago,Little Rock
LIV,Livengood,LIV,65.51667,-148.66667,America/Anchorage,Livengood
LIY,Wright AAF,LIY,31.85,-81.6,America/New_York,Hinesville
LIZ,Loring AFB,LIZ,42.033333,-78.63333,America/New_York,Limestone
LJC,Intercontinental,SDF,36.266666,-85.75,America/Kentucky/Louisville,Louisville
LOU,Bowman Field Airport,SDF,38.266666,-85.75,America/Kentucky/Louisville,Louisville
SDF,Louisville International (Standiford Field),SDF,38.186375,-85.74179,America/Kentucky/Louisville,Louisville
LJN,Brazoria County,LJN,29.038334,-95.45695,America/Chicago,Lake Jackson
LKK,Kulik Lake,LKK,59.816666,-158.83333,America/Anchorage,Kulik Lake
LKP,Lake Placid,LKP,44.283333,-73.98333,America/New_York,Lake Placid
LKS,Lakeside,LKS,30.500834,-98.14694,America/Chicago,Lakeside
LKV,Lake County,LKV,42.166668,-120.4,America/Los_Angeles,Lakeview
LLX,Lyndonville,LLX,44.5,-72.01667,America/New_York,Lyndonville
LLY,Burlington County,LLY,39.916668,-74.75,America/New_York,Mount Holly
LMA,Lake Minchumina,LMA,63.88333,-152.31667,America/Anchorage,Lake Minchumina
LMS,Winston County,LMS,33.11667,-89.05,America/Chicago,Louisville
LMT,Kingsley Field,LMT,42.163055,-121.73583,America/Los_Angeles,Klamath Falls
LNA,Palm Beach County Park,PBI,26.716667,-80.05,America/New_York,West Palm Beach
PBI,International,PBI,26.688885,-80.09044,America/New_York,West Palm Beach
ZWP,West Palm Beach Railway Station,PBI,26.7153424,-80.0533746,America/New_York,West Palm Beach
LND,Hunt Field,LND,42.833332,-108.73333,America/Denver,Lander
LNI,Dew Station,LNI,70.916664,-153.25,America/Anchorage,Lonely
LNK,Lincoln,LNK,40.846176,-96.75471,America/Chicago,Lincoln
LNN,Lost Nation,LNN,41.63333,-81.416664,America/New_York,Willoughby
LNP,Wise,LNP,36.983334,-82.566666,America/New_York,Wise
LNR,Tri County,LNR,43.183334,-90.2,America/Chicago,Lone Rock
LNS,Lancaster,LNS,40.121113,-76.29972,America/New_York,Lancaster
ZRL,Lancaster  Railway,LNS,40.0378755,-76.3055144,America/New_York,Lancaster
LNY,Lanai City,LNY,20.790085,-156.95049,Pacific/Honolulu,Lanai City
LOG,Longview,LOG,46.11667,-122.88333,America/Los_Angeles,Longview
LOL,Derby Field,LOL,40.058334,-118.566666,America/Los_Angeles,Lovelock
LOT,Lewis Lockport,LOT,41.583332,-88.05,America/Chicago,Lockport
LOW,Louisa,LOW,38,-77.96667,America/New_York,Louisa
LOZ,Corbin-london,LOZ,37.087223,-84.07694,America/New_York,London
LPC,Lompoc Airport,LPC,34.63333,-120.45,America/Los_Angeles,Lompoc
VBG,Vandenberg AFB,LPC,34.63333,-120.46667,America/Los_Angeles,Lompoc
LPO,Municipal,LPO,41.6,-86.71667,America/Chicago,Laporte
LPS,Lopez Island,LPS,48.482777,-122.935555,America/Los_Angeles,Lopez Island
LPW,Little Port Walter,LPW,56.38333,-134.83333,America/Sitka,Little Port Walter
LQK,Pickens,LQK,34.88333,-82.7,America/New_York,Pickens
LRD,International,LRD,27.543667,-99.455124,America/Chicago,Laredo
LRF,Little Rock AFB,LRF,34.916668,-92.15,America/Chicago,Jacksonville
LRJ,Municipal,LRJ,42.8,-96.166664,America/Chicago,Lemars
LRK,Coast Guard,LRK,-16.12,-68.32,America/Sitka,Lincoln Rock
LRN,Larson AFB,MWH,47.13333,-119.28333,America/Los_Angeles,Moses Lake
MWH,Grant County,MWH,47.205,-119.31556,America/Los_Angeles,Moses Lake
LRU,Municipal,LRU,32.290833,-106.92167,America/Denver,Las Cruces
LSB,Lordsburg,LSB,32.416668,-108.666664,America/Denver,Lordsburg
LSE,Municipal,LSE,43.875244,-91.264336,America/Chicago,La Crosse
LSF,Lawson AAF,LSF,32.3405,-84.986046,America/New_York,Fort Benning
LSK,Lusk,LSK,42.788082,-104.445526,America/Denver,Lusk
LSN,Los Banos,LSN,37.066666,-120.85,America/Los_Angeles,Los Banos
LSR,Lost River,LSR,59.55,-139.73334,America/Nome,Lost River
LTW,St Marys County,LTW,38.25,-76.666664,America/New_York,Leonardtown
LUL,Hesler-Noble Field,LUL,31.666668,-89.166664,America/Chicago,Laurel
PIB,Hattiesburg-Laurel Regional,LUL,31.4675,-89.33667,America/Chicago,Laurel
LUP,Kalaupapa,LUP,21.211111,-156.97444,Pacific/Honolulu,Kalaupapa
LUR,Cape Lisburne,LUR,68.87583,-166.10695,America/Nome,Cape Lisburne
LVD,Lime Village,LVD,61.35,-155.46666,America/Anchorage,Lime Village
LVK,Livermore,LVK,37.69389,-121.81722,America/Los_Angeles,Livermore
LVL,Lawrenceville,LVL,36.75,-77.833336,America/New_York,Lawrenceville
LVM,Mission Field,LVM,45.666668,-110.566666,America/Denver,Livingston
LVS,Las Vegas,LVS,35.6,-105.21667,America/Denver,Las Vegas
LWB,Greenbrier Valley,LWB,37.859722,-80.39861,America/New_York,Lewisburg
LWC,Lawrence,LWC,39.009167,-95.2175,America/Chicago,Lawrence
LWL,Harriet Field,LWL,41.11667,-114.96667,America/Los_Angeles,Wells
LWM,Lawrence,LWM,42.7175,-71.1225,America/New_York,Lawrence
LWS,Nez Perce County Rgnl,LWS,46.37472,-117.01444,America/Los_Angeles,Lewiston
LWT,Municipal,LWT,47.05111,-109.47111,America/Denver,Lewistown
LWV,Municipal,LWV,38.733334,-87.683334,America/Chicago,Lawrenceville
LXN,Lexington,LXN,40.783333,-99.75,America/Chicago,Lexington
LXV,Leadville,LXV,39.22028,-106.31611,America/Denver,Leadville
LYH,Preston-glenn Field,LYH,37.326942,-79.20111,America/New_York,Lynchburg
